OBJECTID,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SQMILES
92,0001001,1009,110010001001009,110010001001009,20527,0,114,112,103,2,0,6,0,1,1,1,0,0,8,95,2,0,6,0,1,1,1,0,0,98,88,2,0,6,0,1,0,1,0,0,8,80,2,0,6,0,1,0,1,0,0,66,57,9,5.07186366,631.196465542764,20525.1040120681,0.00792479
93,0001001,1010,110010001001010,110010001001010,10033,0,133,130,125,0,0,2,0,3,1,1,1,0,15,112,0,0,2,0,2,1,1,0,0,116,109,0,0,2,0,2,1,1,1,0,7,103,0,0,2,0,2,1,1,0,0,80,70,10,2.47904274,423.839089765587,10032.3300219722,0.0038735
94,0001001,1011,110010001001011,110010001001011,26245,0,174,174,159,6,0,8,0,1,0,0,0,0,12,148,6,0,8,0,0,0,0,0,0,144,131,4,0,8,0,1,0,0,0,0,9,123,4,0,8,0,0,0,0,0,0,84,75,9,6.48466269,753.374749362569,26242.4988568267,0.01013229
95,0001002,2000,110010001002000,110010001002000,42364,0,609,598,553,13,0,27,1,4,4,3,7,0,27,531,13,0,25,1,2,4,2,7,0,587,535,13,0,26,1,4,3,3,4,0,23,517,13,0,24,1,2,3,2,4,0,494,444,50,10.46724881,1022.65885024785,42359.453072017,0.01635508
96,0001002,2001,110010001002001,110010001002001,21340,0,273,262,237,9,0,13,0,3,1,0,8,0,25,219,8,0,13,0,1,1,0,6,0,252,220,8,0,13,0,3,1,0,6,0,24,202,7,0,13,0,1,1,0,4,0,205,191,14,5.27263275,597.09759771348,21337.5877153862,0.00823849
97,0001002,2002,110010001002002,110010001002002,10459,0,102,99,95,1,0,3,0,0,3,0,0,0,3,92,1,0,3,0,0,3,0,0,0,88,83,1,0,3,0,0,1,0,0,0,3,80,1,0,3,0,0,1,0,0,0,64,56,8,2.58431735,425.336478103427,10458.3612562394,0.004038
98,0001002,2003,110010001002003,110010001002003,8170,0,56,56,50,2,0,4,0,0,0,0,0,0,1,49,2,0,4,0,0,0,0,0,0,49,43,2,0,4,0,0,0,0,0,0,1,42,2,0,4,0,0,0,0,0,0,38,31,7,2.01863871,353.798707174049,8169.14104571799,0.00315412
99,0001002,2004,110010001002004,110010001002004,66620,0,63,61,53,3,0,5,0,0,0,0,2,0,2,51,3,0,5,0,0,0,0,2,0,55,45,3,0,5,0,0,0,0,2,0,2,43,3,0,5,0,0,0,0,2,0,43,33,10,16.46067849,1895.03006764441,66614.002452234,0.02571981
100,0001002,2005,110010001002005,110010001002005,15939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93827905,1549.78589554343,15937.6498451179,0.00615356
101,0001002,2006,110010001002006,110010001002006,9456,0,88,81,80,0,0,1,0,0,1,1,3,0,1,79,0,0,1,0,0,1,1,3,0,78,70,0,0,1,0,0,1,1,3,0,1,69,0,0,1,0,0,1,1,3,0,48,43,5,2.33629553,388.98433444299,9454.65258085758,0.00365046
102,0001002,2007,110010001002007,110010001002007,10055,0,46,46,44,0,1,1,0,0,0,0,0,0,1,43,0,1,1,0,0,0,0,0,0,40,38,0,1,1,0,0,0,0,0,0,1,37,0,1,1,0,0,0,0,0,0,29,28,1,2.4844809,401.971396002011,10054.3375042094,0.003882
103,0001002,2008,110010001002008,110010001002008,10002,0,104,104,96,5,3,0,0,0,0,0,0,0,3,93,5,3,0,0,0,0,0,0,0,85,80,3,2,0,0,0,0,0,0,0,2,78,3,2,0,0,0,0,0,0,0,47,45,2,2.47128931,401.951901091036,10000.9529993443,0.00386139
104,0001002,2009,110010001002009,110010001002009,4939,0,43,43,42,1,0,0,0,0,0,0,0,0,2,40,1,0,0,0,0,0,0,0,0,42,41,1,0,0,0,0,0,0,0,0,2,39,1,0,0,0,0,0,0,0,0,31,30,1,1.22029846,301.983536605497,4938.37267849753,0.00190672
105,0001003,3000,110010001003000,110010001003000,12392,0,46,46,37,1,0,8,0,0,0,0,0,0,2,35,1,0,8,0,0,0,0,0,0,38,32,1,0,5,0,0,0,0,0,0,2,30,1,0,5,0,0,0,0,0,0,16,16,0,3.061727,452.407734214698,12390.3695871014,0.00478395
106,0001003,3001,110010001003001,110010001003001,12150,0,144,138,134,0,0,4,0,0,0,1,5,0,4,130,0,0,4,0,0,0,1,5,0,130,125,0,0,4,0,0,0,1,0,0,4,121,0,0,4,0,0,0,1,0,0,88,83,5,3.00196292,449.244448118928,12148.5129085629,0.00469057
107,0001003,3002,110010001003002,110010001003002,28148,0,248,248,229,3,0,14,0,2,0,0,0,0,9,220,3,0,14,0,2,0,0,0,0,204,187,3,0,14,0,0,0,0,0,0,9,178,3,0,14,0,0,0,0,0,0,110,107,3,6.95503165,696.45257488679,28146.0144857452,0.01086724
108,0001003,3003,110010001003003,110010001003003,22356,0,82,82,78,0,0,4,0,0,0,0,0,0,9,69,0,0,4,0,0,0,0,0,0,64,61,0,0,3,0,0,0,0,0,0,7,54,0,0,3,0,0,0,0,0,0,41,38,3,5.52382039,608.023152208771,22354.1080133636,0.00863097
109,0001003,3004,110010001003004,110010001003004,11378,0,52,52,43,6,0,3,0,0,0,0,0,0,4,40,6,0,2,0,0,0,0,0,0,47,40,4,0,3,0,0,0,0,0,0,4,37,4,0,2,0,0,0,0,0,0,27,21,6,2.81126456,457.868402749607,11376.784048898,0.0043926
110,0001003,3005,110010001003005,110010001003005,22212,0,85,85,85,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,37,34,3,5.48819889,663.853070228831,22209.9529253868,0.00857531
111,0001003,3006,110010001003006,110010001003006,16642,0,124,124,123,0,0,0,0,1,0,0,0,0,9,115,0,0,0,0,0,0,0,0,0,99,98,0,0,0,0,1,0,0,0,0,7,92,0,0,0,0,0,0,0,0,0,59,56,3,4.11184631,554.733493356752,16640.0516636087,0.00642476
112,0001003,3007,110010001003007,110010001003007,8418,0,49,48,46,0,0,2,0,0,0,0,1,0,5,41,0,0,2,0,0,0,0,1,0,45,43,0,0,2,0,0,0,0,0,0,4,39,0,0,2,0,0,0,0,0,0,27,26,1,2.07990883,366.363218439344,8417.09240029792,0.00324986
113,0001003,3008,110010001003008,110010001003008,8508,0,44,44,41,0,0,3,0,0,0,0,0,0,2,39,0,0,3,0,0,0,0,0,0,40,37,0,0,3,0,0,0,0,0,0,2,35,0,0,3,0,0,0,0,0,0,26,24,2,2.10207345,369.199507134989,8506.78943732155,0.00328449
114,0001003,3009,110010001003009,110010001003009,8544,0,44,44,40,0,0,0,0,4,0,0,0,0,7,37,0,0,0,0,0,0,0,0,0,38,35,0,0,0,0,3,0,0,0,0,6,32,0,0,0,0,0,0,0,0,0,24,22,2,2.11116581,369.868904428001,8543.58493529071,0.0032987
115,0001003,3010,110010001003010,110010001003010,8377,0,72,72,71,0,0,1,0,0,0,0,0,0,6,65,0,0,1,0,0,0,0,0,0,59,58,0,0,1,0,0,0,0,0,0,6,52,0,0,1,0,0,0,0,0,0,35,34,1,2.06968234,366.098541190339,8375.70728859257,0.00323388
116,0001003,3011,110010001003011,110010001003011,16093,0,87,86,80,2,0,4,0,0,0,0,0,1,4,76,2,0,4,0,0,0,0,0,1,71,66,2,0,2,0,0,0,0,0,1,4,62,2,0,2,0,0,0,0,0,1,45,40,5,3.97634906,535.330888372887,16091.7137126678,0.00621305
117,0001003,3012,110010001003012,110010001003012,19131,0,86,81,72,4,0,5,0,0,0,0,5,0,2,71,4,0,5,0,0,0,0,4,0,73,64,4,0,3,0,0,0,0,2,0,2,63,4,0,3,0,0,0,0,1,0,38,37,1,4.72687282,604.897865867422,19128.9756220933,0.00738574
118,0001004,4000,110010001004000,110010001004000,8547,0,53,53,46,2,0,5,0,0,0,0,0,0,7,41,0,0,5,0,0,0,0,0,0,46,40,1,0,5,0,0,0,0,0,0,6,35,0,0,5,0,0,0,0,0,0,26,23,3,2.11177085,370.048365207542,8546.03341013457,0.00329964
119,0001004,4001,110010001004001,110010001004001,8415,0,72,70,61,5,0,4,0,0,1,0,0,0,9,55,4,0,4,0,0,0,0,0,0,67,56,5,0,4,0,0,1,0,0,0,7,52,4,0,4,0,0,0,0,0,0,42,41,1,2.07911277,366.642325044083,8413.87087971989,0.00324861
120,0001004,4002,110010001004002,110010001004002,16092,0,86,86,83,3,0,0,0,0,0,0,0,0,4,79,3,0,0,0,0,0,0,0,0,66,63,3,0,0,0,0,0,0,0,0,4,59,3,0,0,0,0,0,0,0,0,50,41,9,3.97596835,535.593577976126,16090.1730638979,0.00621245
121,0001004,4003,110010001004003,110010001004003,15879,0,83,82,80,1,0,0,0,1,1,0,0,0,3,78,1,0,0,0,0,1,0,0,0,70,67,1,0,0,0,1,1,0,0,0,3,65,1,0,0,0,0,1,0,0,0,42,37,5,3.92347409,536.002804652469,15877.7363395269,0.00613043
122,0001004,4004,110010001004004,110010001004004,13148,0,78,76,63,8,0,5,0,0,1,1,0,0,5,58,8,0,5,0,0,1,1,0,0,71,56,8,0,5,0,0,1,1,0,0,5,51,8,0,5,0,0,1,1,0,0,51,42,9,3.24849577,543.179452875349,13146.1959778609,0.00507577
123,0001004,4005,110010001004005,110010001004005,31650,0,86,86,82,0,0,4,0,0,0,0,0,0,2,80,0,0,4,0,0,0,0,0,0,78,75,0,0,3,0,0,0,0,0,0,2,73,0,0,3,0,0,0,0,0,0,47,41,6,7.82008169,711.004956635405,31646.7478243127,0.01221888
124,0001004,4006,110010001004006,110010001004006,7811,0,68,68,63,2,0,2,0,1,0,0,0,0,1,63,2,0,2,0,0,0,0,0,0,60,58,1,0,0,0,1,0,0,0,0,1,58,1,0,0,0,0,0,0,0,0,38,36,2,1.92988362,353.67195645763,7809.9619104916,0.00301544
125,0001004,4007,110010001004007,110010001004007,8021,0,52,52,51,0,0,1,0,0,0,0,0,0,1,50,0,0,1,0,0,0,0,0,0,44,43,0,0,1,0,0,0,0,0,0,1,42,0,0,1,0,0,0,0,0,0,30,27,3,1.98193835,358.575039112125,8020.61994892186,0.00309678
126,0001004,4008,110010001004008,110010001004008,8715,0,50,50,47,0,0,0,0,3,0,0,0,0,5,43,0,0,0,0,2,0,0,0,0,48,45,0,0,0,0,3,0,0,0,0,5,41,0,0,0,0,2,0,0,0,0,30,27,3,2.15333032,376.990349728731,8714.21862779585,0.00336458
127,0001004,4009,110010001004009,110010001004009,8585,0,52,52,42,8,0,2,0,0,0,0,0,0,3,39,8,0,2,0,0,0,0,0,0,46,37,7,0,2,0,0,0,0,0,0,3,34,7,0,2,0,0,0,0,0,0,34,31,3,2.12124347,370.125743001427,8584.3677722843,0.00331444
128,0001004,4010,110010001004010,110010001004010,11592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86420931,443.065500331612,11591.0438312936,0.00447533
129,0001004,4011,110010001004011,110010001004011,10053,0,17,15,14,0,0,1,0,0,1,1,0,0,0,14,0,0,1,0,0,1,1,0,0,15,12,0,0,1,0,0,1,1,0,0,0,12,0,0,1,0,0,1,1,0,0,12,9,3,2.48374315,413.439497313131,10051.3519247187,0.00388085
130,0001004,4012,110010001004012,110010001004012,3628,0,14,14,13,0,0,1,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,14,13,0,0,1,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,11,9,4,1.12973317,285.83391318971,4571.86791597777,0.00176521
131,0001004,4013,110010001004013,110010001004013,4949,0,6,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,0,1.78352119,384.204066112363,7217.65419620912,0.00278675
132,0001004,4014,110010001004014,110010001004014,8846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18572344,407.700136224324,8845.30896081629,0.00341519
133,0001004,4015,110010001004015,110010001004015,3798,0,6,5,4,0,1,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,6,4,2,0.93832111,249.34998180197,3797.2507937625,0.00146613
134,0001004,4016,110010001004016,110010001004016,9137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69655125,379.33912390387,6865.69931370317,0.00265086
135,0001004,4017,110010001004017,110010001004017,4800,0,4,3,2,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,4,2,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2,2,0,0.95267784,284.618865829868,3855.35042550755,0.00148856
136,0001004,4018,110010001004018,110010001004018,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.24956438,205.033984904889,1009.95120050577,0.00038994
137,0001004,4019,110010001004019,110010001004019,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21056088,201.95306639966,852.10964871954,0.000329
138,0001004,4020,110010001004020,110010001004020,0,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50446284,310.854048498028,2041.48868030102,0.00078822
139,0001004,4021,110010001004021,110010001004021,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14393467,342.735489801214,4629.33937838541,0.0017874
140,0001004,4022,110010001004022,110010001004022,9055,0,6,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,1,1.66442933,461.238708488163,6735.70651636684,0.00260067
141,0001004,4023,110010001004023,110010001004023,15350,0,52,52,47,1,0,4,0,0,0,0,0,0,3,44,1,0,4,0,0,0,0,0,0,46,41,1,0,4,0,0,0,0,0,0,3,38,1,0,4,0,0,0,0,0,0,33,27,6,3.79280576,524.788840931424,15348.9403457064,0.00592626
142,0001004,4024,110010001004024,110010001004024,14421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56321356,519.77779046953,14419.813681102,0.00556752
143,0001004,4025,110010001004025,110010001004025,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1935953,196.308595951604,783.452391491351,0.00030249
144,0001004,4026,110010001004026,110010001004026,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20859529,206.611968849518,844.155205932629,0.00032593
145,0001004,4027,110010001004027,110010001004027,0,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72908963,508.302637293857,2950.52105708302,0.0011392
146,0001004,4028,110010001004028,110010001004028,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13667875,245.125226444518,553.119290834876,0.00021356
147,0001004,4029,110010001004029,110010001004029,17035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2089367,548.03076480119,17032.9625281924,0.00657646
148,0001004,4030,110010001004030,110010001004030,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41122728,225.782290471817,1664.177765485,0.00064254
149,0001004,4031,110010001004031,110010001004031,5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28441365,306.869395057521,5197.83761338397,0.0020069
150,0001004,4032,110010001004032,110010001004032,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3770741,205.968809698762,1525.96473601317,0.00058918
151,0001004,4033,110010001004033,110010001004033,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27309471,186.96716980069,1105.1750815658,0.00042671
152,0001004,4034,110010001004034,110010001004034,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1102077,197.662862654996,445.9947196323,0.0001722
153,0001004,4035,110010001004035,110010001004035,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10676803,211.016942731052,432.074870261533,0.00016683
154,0001004,4036,110010001004036,110010001004036,8941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20898629,409.319594161548,8939.4503339146,0.00345154
155,0001004,4037,110010001004037,110010001004037,14296,0,138,134,113,2,0,15,0,4,2,0,4,0,7,106,2,0,15,0,4,2,0,4,0,124,106,2,0,14,0,0,0,0,2,0,7,99,2,0,14,0,0,0,0,2,0,95,82,13,3.53233765,504.599315373939,14294.8633081494,0.00551928
156,0001004,4038,110010001004038,110010001004038,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12435025,194.525511133694,503.227601357895,0.0001943
157,0001004,4039,110010001004039,110010001004039,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06915856,74.5546703928118,279.874756906241,0.00010806
158,0001004,4040,110010001004040,110010001004040,587,0,0,8,7,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,7,6,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,4,3,0.1450847,146.457520376349,587.136940340542,0.00022669
159,0001004,4041,110010001004041,110010001004041,20224,0,11,32,30,1,1,0,0,0,0,0,1,0,1,29,1,1,0,0,0,0,0,1,0,33,30,1,1,0,0,0,0,0,1,0,1,29,1,1,0,0,0,0,0,1,0,13,21,13,4.99689742,891.153786246218,20221.7264038566,0.00780765
160,0001004,4042,110010001004042,110010001004042,40433,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,9.99031093,924.465900464908,40429.3539700591,0.01560986
161,0001004,4043,110010001004043,110010001004043,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10025525,283.995823321808,405.718603710722,0.00015665
162,0001004,4044,110010001004044,110010001004044,13052,0,36,35,33,0,0,0,0,2,0,1,0,0,3,31,0,0,0,0,1,0,1,0,0,34,32,0,0,0,0,1,0,1,0,0,2,30,0,0,0,0,1,0,1,0,0,33,21,12,3.22494685,468.113014171142,13050.8968553009,0.00503898
163,0001004,4045,110010001004045,110010001004045,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11359096,355.004987897279,459.686320642238,0.00017749
164,0001004,4046,110010001004046,110010001004046,0,48203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.91008961,1242.08816773295,48198.4226105879,0.01860952
165,0001004,4047,110010001004047,110010001004047,0,350037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.48736869,5674.99162208778,350001.963440027,0.13513651
166,0002022,2000,110010002022000,110010002022000,11726,0,91,90,90,0,0,0,0,0,0,0,0,0,3,87,0,0,0,0,0,0,0,0,0,80,79,0,0,0,0,0,0,0,0,0,3,76,0,0,0,0,0,0,0,0,0,47,44,3,2.89720594,440.645655367917,11724.5764854806,0.00452688
167,0002022,2001,110010002022001,110010002022001,16715,0,31,31,27,0,0,3,0,1,0,0,0,0,2,26,0,0,3,0,0,0,0,0,0,29,25,0,0,3,0,1,0,0,0,0,2,24,0,0,3,0,0,0,0,0,0,14,13,1,4.13065217,523.681661779733,16716.1562485665,0.00645414
168,0002022,2002,110010002022002,110010002022002,12106,0,69,64,59,1,0,4,0,0,0,0,5,0,5,57,1,0,4,0,0,0,0,2,0,63,55,1,0,4,0,0,0,0,3,0,3,53,1,0,4,0,0,0,0,2,0,41,37,4,2.99121146,440.237483291808,12105.0033205434,0.00467377
169,0002022,2003,110010002022003,110010002022003,11979,0,78,76,75,0,0,1,0,0,1,0,1,0,0,75,0,0,1,0,0,1,0,1,0,63,60,0,0,1,0,0,1,0,1,0,0,60,0,0,1,0,0,1,0,1,0,31,29,2,2.95985766,437.607431493361,11978.1189616742,0.00462478
170,0001004,4048,110010001004048,110010001004048,308630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.25648623,3462.73706230105,308599.051063787,0.11915076
171,0001004,4049,110010001004049,110010001004049,0,93746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16285433,1789.05251908838,93736.7458179547,0.03619196
172,0001004,4050,110010001004050,110010001004050,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36207153,227.764996396846,1465.25148832219,0.00056574
173,0002011,1000,110010002011000,110010002011000,108371,0,27,28,25,2,0,1,0,0,0,0,0,0,1,24,2,0,1,0,0,0,0,0,0,28,25,2,0,1,0,0,0,0,0,0,1,24,2,0,1,0,0,0,0,0,0,1,2,0,26.05050454,1341.23573627068,105422.65162318,0.04070391
174,0002011,1001,110010002011001,110010002011001,366990,0,3888,3708,2915,257,7,481,5,43,47,20,117,6,274,2716,247,4,479,5,7,40,16,115,6,3874,2906,257,7,477,5,43,47,20,116,6,271,2710,247,4,475,5,7,40,16,114,6,0,0,0,90.67605648,2774.01478220062,366952.981520036,0.14168134
175,0002011,1002,110010002011002,110010002011002,67183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.59960638,1370.04482174005,67176.2236752531,0.02593688
176,0002021,1000,110010002021000,110010002021000,5380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32932754,340.983986673837,5379.59767574274,0.00207707
177,0002021,1001,110010002021001,110010002021001,38703,0,174,173,152,11,0,7,1,2,0,0,1,0,7,146,11,0,7,1,1,0,0,1,0,154,134,10,0,7,1,1,0,0,1,0,7,128,10,0,7,1,0,0,0,1,0,103,92,11,9.56278944,880.703589688126,38699.2358582891,0.01494186
178,0002021,1002,110010002021002,110010002021002,13754,0,40,40,33,0,0,7,0,0,0,0,0,0,0,33,0,0,7,0,0,0,0,0,0,32,27,0,0,5,0,0,0,0,0,0,0,27,0,0,5,0,0,0,0,0,0,19,17,2,3.39832618,587.396312451851,13752.5381267323,0.00530988
179,0002021,1003,110010002021003,110010002021003,14114,0,65,61,57,0,0,4,0,0,0,1,3,0,3,55,0,0,4,0,0,0,1,2,0,51,45,0,0,4,0,0,0,1,1,0,3,43,0,0,4,0,0,0,1,0,0,29,26,3,3.48737771,480.854703114379,14112.9168952495,0.00544903
180,0002021,1004,110010002021004,110010002021004,12903,0,107,105,89,1,0,13,0,2,0,0,2,1,3,86,1,0,13,0,2,0,0,2,1,97,81,1,0,12,0,2,0,0,1,1,3,78,1,0,12,0,2,0,0,1,1,45,45,0,3.18801148,454.309421734238,12901.4247164231,0.00498127
181,0002021,1005,110010002021005,110010002021005,12656,0,78,75,73,2,0,0,0,0,0,0,2,1,2,71,2,0,0,0,0,0,0,2,1,76,71,2,0,0,0,0,0,0,2,1,2,69,2,0,0,0,0,0,0,2,1,51,45,6,3.12712398,450.373612785358,12655.0217577829,0.00488613
182,0002021,1006,110010002021006,110010002021006,17034,0,126,122,110,5,2,2,0,3,0,1,3,0,12,103,5,0,2,0,2,0,0,2,0,105,92,5,1,2,0,3,0,0,2,0,10,85,5,0,2,0,2,0,0,1,0,61,57,4,4.20872872,532.81789918636,17032.1208649615,0.00657614
183,0002021,1007,110010002021007,110010002021007,8971,0,29,28,24,0,0,4,0,0,0,0,1,0,3,21,0,0,4,0,0,0,0,1,0,23,18,0,0,4,0,0,0,0,1,0,1,17,0,0,4,0,0,0,0,1,0,15,11,4,2.21659463,479.191845619777,8970.240208164,0.00346343
